"lon","lat","layer","trophic","ecoregion"
4.1,43.2,"pelagic","primary producers",2
4.3,37.2,"pelagic","primary producers",1
4.3,37.4,"pelagic","primary producers",1
4.3,37.6,"pelagic","primary producers",1
4.3,37.8,"pelagic","primary producers",1
4.3,38,"pelagic","primary producers",1
4.3,38.2,"pelagic","primary producers",1
4.3,38.4,"pelagic","primary producers",1
4.3,38.6,"pelagic","primary producers",1
4.3,38.8,"pelagic","primary producers",4
4.3,39,"pelagic","primary producers",4
4.3,39.2,"pelagic","primary producers",4
4.3,39.4,"pelagic","primary producers",4
4.3,39.6,"pelagic","primary producers",4
4.3,40.2,"pelagic","primary producers",6
4.3,40.4,"pelagic","primary producers",6
4.3,40.6,"pelagic","primary producers",6
4.3,40.8,"pelagic","primary producers",7
4.3,41,"pelagic","primary producers",3
4.3,41.2,"pelagic","primary producers",3
4.3,41.4,"pelagic","primary producers",3
4.3,41.6,"pelagic","primary producers",3
4.3,41.8,"pelagic","primary producers",3
4.3,42,"pelagic","primary producers",3
4.3,42.2,"pelagic","primary producers",3
4.3,42.4,"pelagic","primary producers",3
4.3,42.6,"pelagic","primary producers",3
4.3,42.8,"pelagic","primary producers",5
4.3,43,"pelagic","primary producers",1
4.3,43.2,"pelagic","primary producers",2
4.5,37,"pelagic","primary producers",1
4.5,37.2,"pelagic","primary producers",1
4.5,37.4,"pelagic","primary producers",1
4.5,37.6,"pelagic","primary producers",1
4.5,37.8,"pelagic","primary producers",1
4.5,38,"pelagic","primary producers",1
4.5,38.2,"pelagic","primary producers",1
4.5,38.4,"pelagic","primary producers",1
4.5,38.6,"pelagic","primary producers",1
4.5,38.8,"pelagic","primary producers",1
4.5,39,"pelagic","primary producers",4
4.5,39.2,"pelagic","primary producers",4
4.5,39.4,"pelagic","primary producers",4
4.5,39.6,"pelagic","primary producers",4
4.5,39.8,"pelagic","primary producers",6
4.5,40,"pelagic","primary producers",6
4.5,40.2,"pelagic","primary producers",6
4.5,40.4,"pelagic","primary producers",6
4.5,40.6,"pelagic","primary producers",6
4.5,40.8,"pelagic","primary producers",7
4.5,41,"pelagic","primary producers",3
4.5,41.2,"pelagic","primary producers",3
4.5,41.4,"pelagic","primary producers",3
4.5,41.6,"pelagic","primary producers",3
4.5,41.8,"pelagic","primary producers",3
4.5,42,"pelagic","primary producers",3
4.5,42.2,"pelagic","primary producers",3
4.5,42.4,"pelagic","primary producers",3
4.5,42.6,"pelagic","primary producers",3
4.5,42.8,"pelagic","primary producers",1
4.5,43,"pelagic","primary producers",5
4.5,43.2,"pelagic","primary producers",1
4.7,37,"pelagic","primary producers",1
4.7,37.2,"pelagic","primary producers",1
4.7,37.4,"pelagic","primary producers",1
4.7,37.6,"pelagic","primary producers",1
4.7,37.8,"pelagic","primary producers",1
4.7,38,"pelagic","primary producers",1
4.7,38.2,"pelagic","primary producers",1
4.7,38.4,"pelagic","primary producers",1
4.7,38.6,"pelagic","primary producers",1
4.7,38.8,"pelagic","primary producers",1
4.7,39,"pelagic","primary producers",4
4.7,39.2,"pelagic","primary producers",4
4.7,39.4,"pelagic","primary producers",4
4.7,39.6,"pelagic","primary producers",4
4.7,39.8,"pelagic","primary producers",6
4.7,40,"pelagic","primary producers",6
4.7,40.2,"pelagic","primary producers",6
4.7,40.4,"pelagic","primary producers",6
4.7,40.6,"pelagic","primary producers",6
4.7,40.8,"pelagic","primary producers",7
4.7,41,"pelagic","primary producers",3
4.7,41.2,"pelagic","primary producers",3
4.7,41.4,"pelagic","primary producers",3
4.7,41.6,"pelagic","primary producers",3
4.7,41.8,"pelagic","primary producers",3
4.7,42,"pelagic","primary producers",3
4.7,42.2,"pelagic","primary producers",3
4.7,42.4,"pelagic","primary producers",3
4.7,42.6,"pelagic","primary producers",5
4.7,42.8,"pelagic","primary producers",2
4.7,43,"pelagic","primary producers",1
4.7,43.2,"pelagic","primary producers",1
4.9,37,"pelagic","primary producers",1
4.9,37.2,"pelagic","primary producers",1
4.9,37.4,"pelagic","primary producers",1
4.9,37.6,"pelagic","primary producers",1
4.9,37.8,"pelagic","primary producers",1
4.9,38,"pelagic","primary producers",1
4.9,38.2,"pelagic","primary producers",1
4.9,38.4,"pelagic","primary producers",1
4.9,38.6,"pelagic","primary producers",1
4.9,38.8,"pelagic","primary producers",1
4.9,39,"pelagic","primary producers",1
4.9,39.2,"pelagic","primary producers",4
4.9,39.4,"pelagic","primary producers",4
4.9,39.6,"pelagic","primary producers",4
4.9,39.8,"pelagic","primary producers",6
4.9,40,"pelagic","primary producers",6
4.9,40.2,"pelagic","primary producers",6
4.9,40.4,"pelagic","primary producers",6
4.9,40.6,"pelagic","primary producers",6
4.9,40.8,"pelagic","primary producers",7
4.9,41,"pelagic","primary producers",3
4.9,41.2,"pelagic","primary producers",3
4.9,41.4,"pelagic","primary producers",3
4.9,41.6,"pelagic","primary producers",3
4.9,41.8,"pelagic","primary producers",3
4.9,42,"pelagic","primary producers",3
4.9,42.2,"pelagic","primary producers",3
4.9,42.4,"pelagic","primary producers",3
4.9,42.6,"pelagic","primary producers",3
4.9,42.8,"pelagic","primary producers",5
4.9,43,"pelagic","primary producers",3
4.9,43.2,"pelagic","primary producers",3
5.1,37,"pelagic","primary producers",1
5.1,37.2,"pelagic","primary producers",1
5.1,37.4,"pelagic","primary producers",1
5.1,37.6,"pelagic","primary producers",1
5.1,37.8,"pelagic","primary producers",1
5.1,38,"pelagic","primary producers",1
5.1,38.2,"pelagic","primary producers",1
5.1,38.4,"pelagic","primary producers",1
5.1,38.6,"pelagic","primary producers",1
5.1,38.8,"pelagic","primary producers",1
5.1,39,"pelagic","primary producers",1
5.1,39.2,"pelagic","primary producers",4
5.1,39.4,"pelagic","primary producers",4
5.1,39.6,"pelagic","primary producers",4
5.1,39.8,"pelagic","primary producers",4
5.1,40,"pelagic","primary producers",6
5.1,40.2,"pelagic","primary producers",6
5.1,40.4,"pelagic","primary producers",6
5.1,40.6,"pelagic","primary producers",6
5.1,40.8,"pelagic","primary producers",6
5.1,41,"pelagic","primary producers",3
5.1,41.2,"pelagic","primary producers",3
5.1,41.4,"pelagic","primary producers",3
5.1,41.6,"pelagic","primary producers",3
5.1,41.8,"pelagic","primary producers",3
5.1,42,"pelagic","primary producers",3
5.1,42.2,"pelagic","primary producers",3
5.1,42.4,"pelagic","primary producers",3
5.1,42.6,"pelagic","primary producers",3
5.1,42.8,"pelagic","primary producers",3
5.1,43,"pelagic","primary producers",3
5.1,43.2,"pelagic","primary producers",3
5.3,36.8,"pelagic","primary producers",4
5.3,37,"pelagic","primary producers",1
5.3,37.2,"pelagic","primary producers",1
5.3,37.4,"pelagic","primary producers",1
5.3,37.6,"pelagic","primary producers",1
5.3,37.8,"pelagic","primary producers",1
5.3,38,"pelagic","primary producers",1
5.3,38.2,"pelagic","primary producers",1
5.3,38.4,"pelagic","primary producers",1
5.3,38.6,"pelagic","primary producers",1
5.3,38.8,"pelagic","primary producers",1
5.3,39,"pelagic","primary producers",1
5.3,39.2,"pelagic","primary producers",4
5.3,39.4,"pelagic","primary producers",4
5.3,39.6,"pelagic","primary producers",4
5.3,39.8,"pelagic","primary producers",4
5.3,40,"pelagic","primary producers",6
5.3,40.2,"pelagic","primary producers",6
5.3,40.4,"pelagic","primary producers",6
5.3,40.6,"pelagic","primary producers",6
5.3,40.8,"pelagic","primary producers",6
5.3,41,"pelagic","primary producers",7
5.3,41.2,"pelagic","primary producers",3
5.3,41.4,"pelagic","primary producers",3
5.3,41.6,"pelagic","primary producers",3
5.3,41.8,"pelagic","primary producers",3
5.3,42,"pelagic","primary producers",3
5.3,42.2,"pelagic","primary producers",3
5.3,42.4,"pelagic","primary producers",3
5.3,42.6,"pelagic","primary producers",3
5.3,42.8,"pelagic","primary producers",3
5.3,43,"pelagic","primary producers",3
5.5,37,"pelagic","primary producers",1
5.5,37.2,"pelagic","primary producers",1
5.5,37.4,"pelagic","primary producers",1
5.5,37.6,"pelagic","primary producers",1
5.5,37.8,"pelagic","primary producers",1
5.5,38,"pelagic","primary producers",1
5.5,38.2,"pelagic","primary producers",1
5.5,38.4,"pelagic","primary producers",1
5.5,38.6,"pelagic","primary producers",1
5.5,38.8,"pelagic","primary producers",1
5.5,39,"pelagic","primary producers",1
5.5,39.2,"pelagic","primary producers",4
5.5,39.4,"pelagic","primary producers",4
5.5,39.6,"pelagic","primary producers",4
5.5,39.8,"pelagic","primary producers",4
5.5,40,"pelagic","primary producers",6
5.5,40.2,"pelagic","primary producers",6
5.5,40.4,"pelagic","primary producers",6
5.5,40.6,"pelagic","primary producers",6
5.5,40.8,"pelagic","primary producers",6
5.5,41,"pelagic","primary producers",7
5.5,41.2,"pelagic","primary producers",3
5.5,41.4,"pelagic","primary producers",3
5.5,41.6,"pelagic","primary producers",3
5.5,41.8,"pelagic","primary producers",3
5.5,42,"pelagic","primary producers",3
5.5,42.2,"pelagic","primary producers",3
5.5,42.4,"pelagic","primary producers",3
5.5,42.6,"pelagic","primary producers",3
5.5,42.8,"pelagic","primary producers",3
5.5,43,"pelagic","primary producers",3
5.7,37,"pelagic","primary producers",4
5.7,37.2,"pelagic","primary producers",1
5.7,37.4,"pelagic","primary producers",1
5.7,37.6,"pelagic","primary producers",1
5.7,37.8,"pelagic","primary producers",1
5.7,38,"pelagic","primary producers",1
5.7,38.2,"pelagic","primary producers",1
5.7,38.4,"pelagic","primary producers",1
5.7,38.6,"pelagic","primary producers",1
5.7,38.8,"pelagic","primary producers",1
5.7,39,"pelagic","primary producers",1
5.7,39.2,"pelagic","primary producers",1
5.7,39.4,"pelagic","primary producers",4
5.7,39.6,"pelagic","primary producers",4
5.7,39.8,"pelagic","primary producers",4
5.7,40,"pelagic","primary producers",4
5.7,40.2,"pelagic","primary producers",6
5.7,40.4,"pelagic","primary producers",6
5.7,40.6,"pelagic","primary producers",6
5.7,40.8,"pelagic","primary producers",6
5.7,41,"pelagic","primary producers",7
5.7,41.2,"pelagic","primary producers",3
5.7,41.4,"pelagic","primary producers",3
5.7,41.6,"pelagic","primary producers",3
5.7,41.8,"pelagic","primary producers",3
5.7,42,"pelagic","primary producers",3
5.7,42.2,"pelagic","primary producers",3
5.7,42.4,"pelagic","primary producers",3
5.7,42.6,"pelagic","primary producers",3
5.7,42.8,"pelagic","primary producers",3
5.7,43,"pelagic","primary producers",3
5.9,37,"pelagic","primary producers",4
5.9,37.2,"pelagic","primary producers",1
5.9,37.4,"pelagic","primary producers",1
5.9,37.6,"pelagic","primary producers",1
5.9,37.8,"pelagic","primary producers",1
5.9,38,"pelagic","primary producers",1
5.9,38.2,"pelagic","primary producers",1
5.9,38.4,"pelagic","primary producers",1
5.9,38.6,"pelagic","primary producers",1
5.9,38.8,"pelagic","primary producers",1
5.9,39,"pelagic","primary producers",1
5.9,39.2,"pelagic","primary producers",1
5.9,39.4,"pelagic","primary producers",4
5.9,39.6,"pelagic","primary producers",4
5.9,39.8,"pelagic","primary producers",4
5.9,40,"pelagic","primary producers",4
5.9,40.2,"pelagic","primary producers",6
5.9,40.4,"pelagic","primary producers",6
5.9,40.6,"pelagic","primary producers",6
5.9,40.8,"pelagic","primary producers",6
5.9,41,"pelagic","primary producers",6
5.9,41.2,"pelagic","primary producers",3
5.9,41.4,"pelagic","primary producers",3
5.9,41.6,"pelagic","primary producers",3
5.9,41.8,"pelagic","primary producers",3
5.9,42,"pelagic","primary producers",3
5.9,42.2,"pelagic","primary producers",3
5.9,42.4,"pelagic","primary producers",3
5.9,42.6,"pelagic","primary producers",3
5.9,42.8,"pelagic","primary producers",3
6.1,37,"pelagic","primary producers",4
6.1,37.2,"pelagic","primary producers",1
6.1,37.4,"pelagic","primary producers",1
6.1,37.6,"pelagic","primary producers",1
6.1,37.8,"pelagic","primary producers",1
6.1,38,"pelagic","primary producers",1
6.1,38.2,"pelagic","primary producers",1
6.1,38.4,"pelagic","primary producers",1
6.1,38.6,"pelagic","primary producers",1
6.1,38.8,"pelagic","primary producers",1
6.1,39,"pelagic","primary producers",1
6.1,39.2,"pelagic","primary producers",1
6.1,39.4,"pelagic","primary producers",4
6.1,39.6,"pelagic","primary producers",4
6.1,39.8,"pelagic","primary producers",4
6.1,40,"pelagic","primary producers",4
6.1,40.2,"pelagic","primary producers",6
6.1,40.4,"pelagic","primary producers",6
6.1,40.6,"pelagic","primary producers",6
6.1,40.8,"pelagic","primary producers",6
6.1,41,"pelagic","primary producers",6
6.1,41.2,"pelagic","primary producers",7
6.1,41.4,"pelagic","primary producers",3
6.1,41.6,"pelagic","primary producers",3
6.1,41.8,"pelagic","primary producers",3
6.1,42,"pelagic","primary producers",3
6.1,42.2,"pelagic","primary producers",3
6.1,42.4,"pelagic","primary producers",3
6.1,42.6,"pelagic","primary producers",3
6.1,42.8,"pelagic","primary producers",3
6.3,37.2,"pelagic","primary producers",1
6.3,37.4,"pelagic","primary producers",1
6.3,37.6,"pelagic","primary producers",1
6.3,37.8,"pelagic","primary producers",1
6.3,38,"pelagic","primary producers",1
6.3,38.2,"pelagic","primary producers",1
6.3,38.4,"pelagic","primary producers",1
6.3,38.6,"pelagic","primary producers",1
6.3,38.8,"pelagic","primary producers",1
6.3,39,"pelagic","primary producers",1
6.3,39.2,"pelagic","primary producers",1
6.3,39.4,"pelagic","primary producers",4
6.3,39.6,"pelagic","primary producers",4
6.3,39.8,"pelagic","primary producers",4
6.3,40,"pelagic","primary producers",4
6.3,40.2,"pelagic","primary producers",6
6.3,40.4,"pelagic","primary producers",6
6.3,40.6,"pelagic","primary producers",6
6.3,40.8,"pelagic","primary producers",6
6.3,41,"pelagic","primary producers",6
6.3,41.2,"pelagic","primary producers",6
6.3,41.4,"pelagic","primary producers",3
6.3,41.6,"pelagic","primary producers",3
6.3,41.8,"pelagic","primary producers",3
6.3,42,"pelagic","primary producers",3
6.3,42.2,"pelagic","primary producers",3
6.3,42.4,"pelagic","primary producers",3
6.3,42.6,"pelagic","primary producers",3
6.3,42.8,"pelagic","primary producers",3
6.5,37.2,"pelagic","primary producers",1
6.5,37.4,"pelagic","primary producers",1
6.5,37.6,"pelagic","primary producers",1
6.5,37.8,"pelagic","primary producers",1
6.5,38,"pelagic","primary producers",1
6.5,38.2,"pelagic","primary producers",1
6.5,38.4,"pelagic","primary producers",1
6.5,38.6,"pelagic","primary producers",1
6.5,38.8,"pelagic","primary producers",1
6.5,39,"pelagic","primary producers",1
6.5,39.2,"pelagic","primary producers",1
6.5,39.4,"pelagic","primary producers",4
6.5,39.6,"pelagic","primary producers",4
6.5,39.8,"pelagic","primary producers",4
6.5,40,"pelagic","primary producers",4
6.5,40.2,"pelagic","primary producers",6
6.5,40.4,"pelagic","primary producers",6
6.5,40.6,"pelagic","primary producers",6
6.5,40.8,"pelagic","primary producers",6
6.5,41,"pelagic","primary producers",6
6.5,41.2,"pelagic","primary producers",6
6.5,41.4,"pelagic","primary producers",7
6.5,41.6,"pelagic","primary producers",3
6.5,41.8,"pelagic","primary producers",3
6.5,42,"pelagic","primary producers",3
6.5,42.2,"pelagic","primary producers",3
6.5,42.4,"pelagic","primary producers",3
6.5,42.6,"pelagic","primary producers",3
6.5,42.8,"pelagic","primary producers",3
6.7,37.2,"pelagic","primary producers",1
6.7,37.4,"pelagic","primary producers",1
6.7,37.6,"pelagic","primary producers",1
6.7,37.8,"pelagic","primary producers",1
6.7,38,"pelagic","primary producers",1
6.7,38.2,"pelagic","primary producers",1
6.7,38.4,"pelagic","primary producers",1
6.7,38.6,"pelagic","primary producers",1
6.7,38.8,"pelagic","primary producers",1
6.7,39,"pelagic","primary producers",1
6.7,39.2,"pelagic","primary producers",1
6.7,39.4,"pelagic","primary producers",1
6.7,39.6,"pelagic","primary producers",4
6.7,39.8,"pelagic","primary producers",4
6.7,40,"pelagic","primary producers",4
6.7,40.2,"pelagic","primary producers",6
6.7,40.4,"pelagic","primary producers",6
6.7,40.6,"pelagic","primary producers",6
6.7,40.8,"pelagic","primary producers",6
6.7,41,"pelagic","primary producers",6
6.7,41.2,"pelagic","primary producers",6
6.7,41.4,"pelagic","primary producers",6
6.7,41.6,"pelagic","primary producers",3
6.7,41.8,"pelagic","primary producers",3
6.7,42,"pelagic","primary producers",3
6.7,42.2,"pelagic","primary producers",3
6.7,42.4,"pelagic","primary producers",3
6.7,42.6,"pelagic","primary producers",3
6.7,42.8,"pelagic","primary producers",3
6.7,43,"pelagic","primary producers",3
6.9,37.2,"pelagic","primary producers",1
6.9,37.4,"pelagic","primary producers",1
6.9,37.6,"pelagic","primary producers",1
6.9,37.8,"pelagic","primary producers",1
6.9,38,"pelagic","primary producers",1
6.9,38.2,"pelagic","primary producers",1
6.9,38.4,"pelagic","primary producers",1
6.9,38.6,"pelagic","primary producers",1
6.9,38.8,"pelagic","primary producers",1
6.9,39,"pelagic","primary producers",1
6.9,39.2,"pelagic","primary producers",1
6.9,39.4,"pelagic","primary producers",1
6.9,39.6,"pelagic","primary producers",4
6.9,39.8,"pelagic","primary producers",4
6.9,40,"pelagic","primary producers",4
6.9,40.2,"pelagic","primary producers",6
6.9,40.4,"pelagic","primary producers",6
6.9,40.6,"pelagic","primary producers",6
6.9,40.8,"pelagic","primary producers",6
6.9,41,"pelagic","primary producers",6
6.9,41.2,"pelagic","primary producers",6
6.9,41.4,"pelagic","primary producers",6
6.9,41.6,"pelagic","primary producers",7
6.9,41.8,"pelagic","primary producers",3
6.9,42,"pelagic","primary producers",3
6.9,42.2,"pelagic","primary producers",3
6.9,42.4,"pelagic","primary producers",3
6.9,42.6,"pelagic","primary producers",3
6.9,42.8,"pelagic","primary producers",3
6.9,43,"pelagic","primary producers",3
6.9,43.2,"pelagic","primary producers",3
7.1,37.2,"pelagic","primary producers",1
7.1,37.4,"pelagic","primary producers",1
7.1,37.6,"pelagic","primary producers",1
7.1,37.8,"pelagic","primary producers",1
7.1,38,"pelagic","primary producers",1
7.1,38.2,"pelagic","primary producers",1
7.1,38.4,"pelagic","primary producers",1
